읍면동,-1,위도,경도
동부동,-1,35.974544,128.942471
중앙동,-1,35.973399,128.929762
서부동,40.11,35.963503,128.921597
완산동,-1,35.962153,128.952579
남부동,22.84,35.957226,128.93271
함창읍,48.27,36.549605,128.197772
중동면,-1,36.430634,128.286324
사벌면,-1,36.483233,128.22133
낙동면,59.52,36.363842,128.23696
낙동면동부출장소,-1,36.363842,128.23696
청리면,52.21,36.328555,128.134848
공성면,49,36.288023,128.074563
외남면,52,36.3592,128.082364
내서면,60.27,36.413708,128.050208
모동면,48.82,36.298731,127.967864
모서면,51.8,36.334765,127.928473
모서면서부출장소,-1,36.334765,127.928473
화동면,51.14,36.393685,127.956845
화서면,51.12,36.453012,127.951022
화북면,-1,36.579858,127.883371
화북면서부출장소,-1,36.579858,127.883371
외서면,-1,36.482842,128.068053
은척면,47.7,36.536962,128.047316
은척면북부출장소,-1,36.536962,128.047316
공검면,49.56,36.51734,128.134215
이안면,58.25,36.574383,128.12104
화남면,-1,36.451532,127.904459
남원동,31.31,36.415477,128.152594
북문동,37.07,36.429043,128.157784
계림동,39.06,36.422122,128.164305
동문동,-1,36.417411,128.169157
동성동,38.42,36.415283,128.169777
신흥동,-1,36.403625,128.159918
문경읍,43.63,36.769687,128.127574
문경읍갈평출장소,-1,36.769687,128.127574
가은읍,43.54,36.659934,128.01078
가은읍북부출장소,-1,36.659934,128.01078
영순면,46.14,36.565618,128.251327
산양면,42.66,36.622613,128.258947
호계면,49.82,36.665569,128.200909
산북면,-1,36.713845,128.253455
동로면,49.24,36.783039,128.296391
마성면,50.53,36.686157,128.116168
농암면,45.94,36.582888,127.980173
점촌1동,22.34,36.598596,128.197796
점촌2동,29.63,36.590172,128.196456
점촌3동,31.8,36.602934,128.206425
점촌4동,47.52,36.605632,128.182388
점촌5동,23.89,36.591096,128.187696
하양읍,32.37,35.913771,128.787191
진량읍,35.15,35.870864,128.83466
와촌면,45.2,35.956769,128.797229
자인면,38.09,35.822284,128.824268
용성면,46.22,35.800046,128.901252
남산면,-1,35.771633,128.822518
압량면,-1,35.845101,128.77883
남천면,47.3,35.755768,128.738084
중방동,25.09,35.827926,128.736848
중앙동,-1,35.820056,128.74004
남부동,-1,35.813481,128.739271
서부1동,26.71,35.820624,128.728105
서부2동,24.44,35.827533,128.725855
북부동,23.16,35.833301,128.746516
동부동,-1,35.819873,128.753517
군위읍,46.63,36.237097,128.572792
소보면,53.67,36.262446,128.476858
효령면,53.01,36.138298,128.597106
부계면,47.24,36.062223,128.660303
우보면,47.05,36.169838,128.659804
의흥면,50.49,36.17047,128.738208
산성면,49.29,36.100795,128.709669
고로면,-1,36.15118,128.820395
의성읍,42.41,36.348986,128.699871
단촌면,52.6,36.427781,128.698381
점곡면,53.35,36.411713,128.767332
옥산면,-1,36.362649,128.832092
사곡면,-1,36.298084,128.795076
춘산면,47.35,36.240585,128.817757
가음면,46.27,36.220827,128.747801
금성면,-1,36.259723,128.684941
봉양면,53.17,36.304697,128.609741
비안면,53.67,36.338266,128.516553
구천면,46.95,36.332209,128.422669
단밀면,58.71,36.364859,128.354035
단북면,52.8,36.395485,128.396759
안계면,51.33,36.393809,128.461695
다인면,49.14,36.459847,128.370176
신평면,-1,36.470125,128.512818
안평면,65.51,36.386317,128.585666
안사면,54.65,36.457056,128.45541
청송읍,46.87,36.423023,129.09837
주왕산면,44.66,36.436256,129.057101
부남면,-1,36.29587,129.131387
현동면,53.59,36.255503,129.029768
현서면,53.07,36.228255,128.928943
안덕면,42.09,36.31913,128.984834
파천면,54.11,36.453039,129.0279
진보면,53.31,36.524337,129.062306
영양읍,45.91,36.652512,129.171835
입암면,-1,36.599457,129.059569
청기면,53.17,36.716089,129.041961
일월면,51.48,36.760787,129.126833
수비면,47.8,36.787306,129.221959
석보면,48.52,36.555315,129.172421
영덕읍,40.82,36.437062,129.381419
강구면,40.41,36.38167,129.3678
남정면,42.54,36.313705,129.335712
달산면,53.03,36.374271,129.272479
지품면,62.04,36.458847,129.247721
지품면원전출장소,-1,36.458847,129.247721
축산면,52.18,36.495393,129.382276
축산면축산출장소,-1,36.495393,129.382276
영해면,39.09,36.53097,129.334927
병곡면,52.17,36.608111,129.385257
창수면,-1,36.602678,129.296261
화양읍,41.06,35.666045,128.716272
화양읍남성현출장,-1,35.666045,128.716272
청도읍,49.26,35.62806,128.756538
청도읍유호출장소,-1,35.62806,128.756538
각남면,52.41,35.617176,128.655874
풍각면,46.11,35.637866,128.577583
각북면,46.27,35.698903,128.58189
이서면,-1,35.688934,128.662129
운문면,50.21,35.711167,128.975277
금천면,-1,35.702443,128.897555
매전면,52.01,35.664358,128.830274
대가야읍,42.52,35.729298,128.19705
덕곡면,45.27,35.782556,128.203863
운수면,50.79,35.78322,128.296362
성산면,-1,35.756386,128.356429
다산면,39.42,35.821774,128.419327
개진면,51.89,35.715909,128.364626
우곡면,49.84,35.660915,128.347268
쌍림면,52.08,35.680148,128.231806
성주읍,39.91,35.91798,128.280543
선남면,42.47,35.903725,128.350896
용암면,50.94,35.845284,128.314815
수륜면,49.6,35.828058,128.202407
가천면,45.22,35.866512,128.128026
금수면,51.19,35.924264,128.124119
대가면,57.99,35.902323,128.215735
벽진면,45.23,35.973863,128.198355
초전면,49.35,36.007146,128.248145
월항면,45.73,35.97523,128.306858
왜관읍,34.69,35.977307,128.424051
북삼읍,34.68,36.060213,128.330909
석적읍,38.76,36.051575,128.433983
지천면,42.63,35.961627,128.48736
동명면,43.21,36.009488,128.56312
가산면,-1,36.07013,128.542837
약목면,37,36.028064,128.365105
기산면,-1,35.982744,128.356801
예천읍,42.08,36.656665,128.453439
용문면,-1,36.70636,128.3944
감천면,-1,36.732822,128.516284
보문면,54.35,36.677238,128.552072
호명면,47.32,36.606752,128.475268
유천면,51.6,36.653019,128.365976
용궁면,45.02,36.605382,128.304708
개포면,51.77,36.609527,128.368721
지보면,52.43,36.55326,128.389778
풍양면,-1,36.513181,128.303397
효자면,49.89,36.793825,128.4222
은풍면,51.58,36.745115,128.442257
봉화읍,43.55,36.889986,128.707302
물야면,49.05,36.973266,128.733343
봉성면,48.46,36.917613,128.809317
법전면,58.92,36.909874,128.918222
춘양면,-1,37.003625,128.853373
소천면,55.92,36.94732,129.026633
재산면,52.7,36.821807,129.000563
명호면,49.89,36.839218,128.888148
상운면,48.33,36.834783,128.774979
석포면,46.23,37.050684,129.056826
울진읍,39.2,37.001052,129.346034
평해읍,42.91,36.729847,129.436744
북면,-1,37.074273,129.30826
북면하당출장소,-1,36.993068,129.400533
근남면,-1,36.945961,129.360107
기성면,48.34,36.804672,129.407683
온정면,40.15,36.717492,129.342659
죽변면,38.16,37.053838,129.394364
후포면,38.58,36.679472,129.427237
금강송면,46.46,36.946697,129.188136
매화면,45.53,36.863529,129.315155
울릉읍,25.17,37.495375,130.898288
서면,-1,37.494823,130.831927
서면태하출장소,-1,37.484503,130.905577
북면,-1,37.528352,130.866561
동읍,43.13,35.308344,128.669592
북면,-1,35.33062,128.605956
대산면,-1,35.34276,128.710536
의창동,32.27,35.262117,128.622965
팔룡동,28.04,35.255534,128.612837
명곡동,25.95,35.253387,128.647854
봉림동,31.08,35.256019,128.671073
용지동,-1,35.232641,128.681483
반송동,23.49,35.240465,128.671945
중앙동,-1,35.225036,128.67128
상남동,17.53,35.218472,128.684528
사파동,33.51,35.22358,128.699213
가음정동,24.55,35.208491,128.686563
성주동,33.05,35.193088,128.703355
웅남동,35.15,35.211238,128.656108
구산면,41.62,35.096328,128.57739
진동면,-1,35.134082,128.508581
진북면,44.71,35.149402,128.459969
진전면,46.64,35.131271,128.40282
현동,39.16,35.143498,128.550694
가포동,38.02,35.161196,128.573491
월영동,22.48,35.180233,128.554312
문화동,-1,35.187937,128.556846
반월중앙동,25.2,35.193943,128.562235
완월동,22.49,35.198176,128.549196
자산동,-1,35.204605,128.560606
교방동,-1,35.210286,128.552418
노산동,-1,35.212654,128.574215
오동동,23.96,35.206675,128.580576
합포동,25.91,35.21062,128.57922
산호동,23.99,35.215208,128.583185
내서읍,32.25,35.23046,128.513313
회원1동,26.33,35.218234,128.574188
회원2동,30.1,35.218879,128.569294
석전동,24.26,35.230517,128.571045
회성동,40.64,35.235675,128.559073
양덕1동,23.53,35.232293,128.586207
양덕2동,22.57,35.229058,128.583998
합성1동,39.39,35.247227,128.588468
합성2동,23.74,35.238997,128.586739
구암1동,30.69,35.249375,128.593517
구암2동,29.04,35.249063,128.598338
봉암동,34.85,35.224668,128.606102
중앙동,-1,35.149191,128.661415
태평동,-1,35.145494,128.664963
충무동,-1,35.151958,128.666464
여좌동,26.57,35.157285,128.663281
태백동,30.35,35.169826,128.666083
경화동,24.98,35.160046,128.683862
병암동,21.7,35.154948,128.689538
석동,21.45,35.160639,128.701484
이동,-1,35.151441,128.695951
자은동,22.57,35.150413,128.720669
덕산동,25.01,35.143166,128.69588
풍호동,27.35,35.136359,128.711635
웅천동,33.93,35.111324,128.749548
웅동1동,41.67,35.125879,128.782696
웅동2동,26.77,35.100709,128.814592
문산읍,-1,35.157306,128.181128
내동면,48.77,35.143661,128.04091
정촌면,45.94,35.127325,128.113725
금곡면,47.54,35.104273,128.188064
진성면,49.68,35.174874,128.230099
일반성면,43.48,35.156503,128.284896
이반성면,46.14,35.164984,128.334641
사봉면,49.23,35.199571,128.278193
지수면,46.36,35.235652,128.263517
대곡면,45,35.263115,128.176011
금산면,-1,35.209496,128.158234
집현면,50.31,35.253314,128.087032
미천면,49.97,35.307388,128.111744
명석면,52.51,35.254858,128.021042
대평면,49.22,35.20033,127.979504
수곡면,46.95,35.203269,127.929929
천전동,26.36,35.180777,128.08477
성북동,-1,35.195737,128.078251
중앙동,-1,35.192053,128.086275
상봉동,24.95,35.203465,128.072712
상대동,-1,35.18337,128.111739
하대동,23.4,35.191677,128.116384
상평동,29.56,35.173235,128.114634
초장동,-1,35.204154,128.114711
평거동,23.31,35.169645,128.053142
신안동,-1,35.181582,128.066742
이현동,36.68,35.196192,128.052203
판문동,32.89,35.187527,128.035639
가호동,32.36,35.16,128.106669
충무공동,26.57,35.175253,128.141579
산양읍,42.5,34.794815,128.392893
용남면,33.76,34.886687,128.451871
도산면,-1,34.906443,128.355475
광도면,36.94,34.921011,128.407218
욕지면,-1,34.649024,128.253607
한산면,-1,34.755083,128.49966
사량면,-1,34.83044,128.212016
도천동,34.18,34.842338,128.410165
명정동,30.49,34.851659,128.412989
중앙동,-1,34.844855,128.422851
정량동,21.33,34.847968,128.437181
북신동,22.49,34.854542,128.423885
미수동,25.77,34.824372,128.402052
봉평동,23.54,34.822318,128.414974
무전동,24.46,34.860746,128.428576
사천읍,32.28,35.092146,128.118677
정동면,43.29,35.051184,128.13607
사남면,37.15,35.027226,128.106408
용현면,41,35.01978,128.068342
축동면,43.87,35.106298,128.059254
곤양면,46.83,35.072624,127.984821
곤명면,50.97,35.120633,127.945875
서포면,40.14,35.011709,127.967192
동서동,31.1,34.928524,128.069076
선구동,25.09,34.933237,128.073469
동서금동,24.13,34.930953,128.078656
벌룡동,-1,34.943717,128.079785
향촌동,30.29,34.93249,128.097299
남양동,-1,34.969553,128.063503
신수출장소,-1,35.003466,128.064242
진영읍,33.87,35.29457,128.739404
주촌면,35.88,35.24308,128.822101
진례면,37.55,35.242712,128.758348
한림면,38.26,35.31261,128.807969
생림면,43.04,35.343184,128.851419
상동면,51.19,35.31786,128.918426
대동면,-1,35.260127,128.968129
동상동,22.62,35.241708,128.88745
회현동,-1,35.231571,128.878298
부원동,25,35.223833,128.888848
내외동,22.64,35.235113,128.864604
북부동,-1,35.262342,128.867453
칠산서부동,30.1,35.222862,128.871075
활천동,26.39,35.228907,128.899834
삼안동,26.41,35.24385,128.907449
불암동,30,35.221999,128.923045
장유1동,28.47,35.201256,128.812729
장유2동,29.18,35.197073,128.797775
장유3동,34.42,35.175683,128.811289
삼랑진읍,42.62,35.426127,128.841246
삼랑진임천출장소,-1,35.503816,128.746619
하남읍,43.05,35.379465,128.740486
부북면,41.66,35.522306,128.71497
상동면,-1,35.557338,128.785169
산외면,-1,35.522679,128.820609
산내면,-1,35.59186,128.924767
단장면,43.81,35.505484,128.910669
상남면,-1,35.421025,128.763979
초동면,46.54,35.418116,128.683878
무안면,48.07,35.485999,128.642827
청도면,48.88,35.559074,128.632402
내일동,40.13,35.494486,128.755482
내이동,25.2,35.499171,128.741274
삼문동,24.2,35.483881,128.751988
가곡동,37.51,35.47674,128.779272
교동,-1,35.508138,128.763227
일운면,35.31,34.820935,128.694657
동부면,43.66,34.797865,128.614392
남부면,38.47,34.738206,128.614191
거제면,40.62,34.850556,128.573853
둔덕면,44,34.857083,128.513137
사등면,40.21,34.904791,128.529333
사등면가조출장소,-1,34.904791,128.529333
연초면,37.79,34.927104,128.653083
하청면,42.08,34.967729,128.635095
하청면칠천출장소,-1,34.967729,128.635095
장목면,46.71,34.982327,128.695426
장목면외포출장소,-1,34.982327,128.695426
장승포동,26.21,34.861203,128.726974
능포동,23.48,34.880277,128.73621
아주동,29.56,34.868633,128.683158
옥포1동,22.75,34.890971,128.692653
옥포2동,29.74,34.896708,128.687307
장평동,26.24,34.892261,128.599208
고현동,22.94,34.882964,128.623131
상문동,29.77,34.868049,128.638014
수양동,29.49,34.888144,128.644602
물금읍,27.08,35.315318,129.000303
동면,-1,35.320813,129.07222
원동면,-1,35.420166,128.96123
상북면,-1,35.424647,129.044633
하북면,34.2,35.462114,129.084756
중앙동,-1,35.345847,129.040867
양주동,23.88,35.336686,129.031851
삼성동,-1,35.352826,129.040605
강서동,30.79,35.345143,129.02626
서창동,-1,35.416071,129.172796
소주동,28.42,35.410131,129.14458
평산동,22.76,35.383076,129.127931
덕계동,29.49,35.372994,129.15802
의령읍,34.85,35.303494,128.263066
가례면,47.33,35.355569,128.227123
칠곡면,57.89,35.349755,128.184858
대의면,56.5,35.367786,128.143015
화정면,-1,35.284368,128.216436
용덕면,49.21,35.35711,128.278974
정곡면,51.76,35.376681,128.334996
지정면,-1,35.392311,128.389363
낙서면,47.3,35.48453,128.389895
부림면,44.81,35.477664,128.331954
봉수면,46.45,35.47651,128.266361
궁류면,48.11,35.433108,128.231492
유곡면,46.62,35.42279,128.296093
가야읍,38.58,35.273478,128.395224
칠원읍,43.9,35.295373,128.411295
함안면,41.7,35.230372,128.424358
군북면,-1,35.25806,128.333375
법수면,40.98,35.326996,128.35096
대산면,-1,35.347838,128.436304
칠서면,44.78,35.35071,128.49549
칠북면,45.6,35.354985,128.539153
산인면,48.58,35.276491,128.453585
여항면,47.55,35.19499,128.444841
창녕읍,37.98,35.524179,128.519708
남지읍,37.7,35.428877,128.432875
고암면,46.72,35.570757,128.535222
성산면,-1,35.623371,128.520603
대합면,47.11,35.594955,128.445465
이방면,47.03,35.568734,128.382536
유어면,47.8,35.517669,128.421069
대지면,48.69,35.542507,128.45896
계성면,47.31,35.476536,128.514707
영산면,42.99,35.447709,128.525396
장마면,48.44,35.468471,128.470053
도천면,45.46,35.424165,128.533634
길곡면,48.1,35.402988,128.565994
부곡면,42.58,35.416538,128.617104
고성읍,37.08,34.977336,128.315542
삼산면,-1,34.94517,128.271419
하일면,45.07,34.93684,128.1916
하이면,39.71,34.938655,128.143087
상리면,45.89,34.997197,128.200001
대가면,-1,35.027426,128.276677
영현면,46.8,35.047728,128.21889
영오면,51.92,35.103686,128.230722
개천면,52.2,35.09677,128.286366
구만면,47.86,35.093094,128.338076
회화면,39.85,35.07509,128.387192
마암면,49.82,35.045463,128.334329
동해면,-1,35.02472,128.44407
거류면,46.31,34.984401,128.382482
남해읍,34.2,34.831622,127.890755
이동면,-1,34.788156,127.953229
상주면,51.11,34.733289,127.979511
삼동면,-1,34.795213,128.01981
미조면,37.1,34.730806,128.035879
남면,-1,34.76289,127.878655
서면,-1,34.83824,127.842834
고현면,47.21,34.889227,127.872539
설천면,-1,34.918631,127.899516
창선면,47.63,34.868838,128.016207
하동읍,40.15,35.085899,127.737552
화개면,39.95,35.253923,127.647636
악양면,44.58,35.171095,127.710162
적량면,45.1,35.105446,127.766042
횡천면,46.96,35.120767,127.815809
고전면,49.33,35.027249,127.815394
금남면,-1,34.978471,127.854856
진교면,46.52,35.033825,127.893665
양보면,48.6,35.069138,127.846614
북천면,50.17,35.119918,127.871018
청암면,35.58,35.196339,127.757381
옥종면,46.93,35.194258,127.861336
금성면,-1,34.965415,127.796457
산청읍,47.2,35.407446,127.900454
차황면,47.9,35.471978,127.944396
오부면,44.3,35.49107,127.892206
생초면,57.98,35.509213,127.848042
금서면,43.81,35.419268,127.813139
삼장면,46.03,35.339631,127.808438
시천면,43.34,35.276712,127.776741
단성면,-1,35.294628,127.916051
신안면,46.16,35.342863,127.978654
생비량면,54.82,35.350541,128.055911
신등면,48.29,35.406297,128.001836
함양읍,37.97,35.499966,127.703552
마천면,43.09,35.374026,127.679559
휴천면,47.36,35.445406,127.734694
유림면,53.42,35.485623,127.782987
수동면,-1,35.55825,127.811317
지곡면,-1,35.578052,127.760053
안의면,44.38,35.656542,127.80394
서하면,63.78,35.632033,127.71744
서상면,51.32,35.693429,127.679369
백전면,46.6,35.567612,127.633614
병곡면,-1,35.556291,127.688266
주안1동,21.72,37.461771,126.677835
